id,product_external_id,sku,size,color,stock,price,image_url
20000000-0000-4000-8000-000000000011,SM-006,SM-006-S,S,Khaki,7,340,https://lh3.googleusercontent.com/aida-public/AB6AXuBRTlahnsv0f7ya3xU5YTERBeygNv3B_6MEExHsUzTI3uGv3gn9RVVaVkXFHJAQIYeO-NnQ-n51wqkjA-oml_uoLI96mxp1piJxtPHA5ofpE_9tSdHTMa8lNfjCgdbUOSRi__Y4J8VFSz5HhI5ZB9C5Vl5zl-6FxNxhAYwEDNV_XOP2dGsj5rTUtGDd1a59qGSue1hdS28wAOq4_SpG152HGpLir9kJsPtGA9trmPt5raubxkNMY1AI1cI7Qs5-pnKuSFT_JrLZrEaz
20000000-0000-4000-8000-000000000012,SM-006,SM-006-M,M,Khaki,7,340,https://lh3.googleusercontent.com/aida-public/AB6AXuBRTlahnsv0f7ya3xU5YTERBeygNv3B_6MEExHsUzTI3uGv3gn9RVVaVkXFHJAQIYeO-NnQ-n51wqkjA-oml_uoLI96mxp1piJxtPHA5ofpE_9tSdHTMa8lNfjCgdbUOSRi__Y4J8VFSz5HhI5ZB9C5Vl5zl-6FxNxhAYwEDNV_XOP2dGsj5rTUtGDd1a59qGSue1hdS28wAOq4_SpG152HGpLir9kJsPtGA9trmPt5raubxkNMY1AI1cI7Qs5-pnKuSFT_JrLZrEaz
20000000-0000-4000-8000-000000000013,SM-007,SM-007-M,M,Stone,6,360,https://lh3.googleusercontent.com/aida-public/AB6AXuA004mNLReNQb9OI2U6JwpX4idr5HiAL2OAqj-X2r60qRDaMIYLE7YAWWdvJ6_uvkh1jgDweWN2QRC0Z6CnAXNS54x6M_Qkf8uPtTr4G6Cl5-Y5z8iuGvbIv1u_DCawCRbkf01JSFMi_iZ2APFb_m56yIPq8-_Ap7HY-QbhgAL2tc-tsE4VsnyibszwQjgYBz28AGgGUIIQ7EDmY1bXGdkXyNQI991VG2ouIlVK-wOCqK_Lq8GNj4h27eldl1LjnR6Wt903BlKnHCVn
20000000-0000-4000-8000-000000000014,SM-007,SM-007-L,L,Stone,6,360,https://lh3.googleusercontent.com/aida-public/AB6AXuA004mNLReNQb9OI2U6JwpX4idr5HiAL2OAqj-X2r60qRDaMIYLE7YAWWdvJ6_uvkh1jgDweWN2QRC0Z6CnAXNS54x6M_Qkf8uPtTr4G6Cl5-Y5z8iuGvbIv1u_DCawCRbkf01JSFMi_iZ2APFb_m56yIPq8-_Ap7HY-QbhgAL2tc-tsE4VsnyibszwQjgYBz28AGgGUIIQ7EDmY1bXGdkXyNQI991VG2ouIlVK-wOCqK_Lq8GNj4h27eldl1LjnR6Wt903BlKnHCVn
20000000-0000-4000-8000-000000000015,SM-008,SM-008-M,M,Graphite,6,410,https://lh3.googleusercontent.com/aida-public/AB6AXuBXRSWOWcHtCNyaMDYLCJzvRD_aYObkVBkIHPoz_HZOOuihWxPKo82MAX7anUmfBqHwOgx_6YthGokOn-aqEtAkMya3di9RNTlqqA2-zqT6x85Yh0CGWy5_gOTjOOMYxnRJ7B8A9ihZaMR-PzIAILb7T5rSMUCiZ-3CZRTX_u3XxJpOlXlYjWEZj4aFLaV_mamuWkKjkhTxSRpw7LyICx9lPITcKUuGOxJ0NkpKweDI4rMjqFkSSGZJssErigmmpbKq5Z6kLPVUehXg
20000000-0000-4000-8000-000000000016,SM-008,SM-008-L,L,Graphite,5,410,https://lh3.googleusercontent.com/aida-public/AB6AXuBXRSWOWcHtCNyaMDYLCJzvRD_aYObkVBkIHPoz_HZOOuihWxPKo82MAX7anUmfBqHwOgx_6YthGokOn-aqEtAkMya3di9RNTlqqA2-zqT6x85Yh0CGWy5_gOTjOOMYxnRJ7B8A9ihZaMR-PzIAILb7T5rSMUCiZ-3CZRTX_u3XxJpOlXlYjWEZj4aFLaV_mamuWkKjkhTxSRpw7LyICx9lPITcKUuGOxJ0NkpKweDI4rMjqFkSSGZJssErigmmpbKq5Z6kLPVUehXg
20000000-0000-4000-8000-000000000017,SM-009,SM-009-S,S,Sand,9,250,https://lh3.googleusercontent.com/aida-public/AB6AXuDBowt2AR0QGkZ_teHLK0qG2iUl8fGSUuNTrZHreU_s95xtmrbnCTB8LYOShnHaraaNDqoUnziBnVe2Rh6OAlJpU9ZSpF84L0-k23aokXc6aJdWswRdyGowycFswnENPgO9tfnUyUaMa2VjW8lGJYkmhPbnJhSE0zC0BdoSTdae8pmGnQwaAXzVlJJRhWYysiO1yf2n_lREj8nVxarkGub1OLnfLI4QrhAiAGV-AZTWnZg1MCqdpNi1pBSjb6RIPFAzXw0h_iTQCqrp
20000000-0000-4000-8000-000000000018,SM-009,SM-009-M,M,Sand,8,250,https://lh3.googleusercontent.com/aida-public/AB6AXuDBowt2AR0QGkZ_teHLK0qG2iUl8fGSUuNTrZHreU_s95xtmrbnCTB8LYOShnHaraaNDqoUnziBnVe2Rh6OAlJpU9ZSpF84L0-k23aokXc6aJdWswRdyGowycFswnENPgO9tfnUyUaMa2VjW8lGJYkmhPbnJhSE0zC0BdoSTdae8pmGnQwaAXzVlJJRhWYysiO1yf2n_lREj8nVxarkGub1OLnfLI4QrhAiAGV-AZTWnZg1MCqdpNi1pBSjb6RIPFAzXw0h_iTQCqrp
20000000-0000-4000-8000-000000000019,SM-010,SM-010-M,M,White,10,280,https://lh3.googleusercontent.com/aida-public/AB6AXuDb4HgZThk-i_juM7LnHT28IvYp6L3O-BYlcwDKgfj8NoIfTFFhOF2Ole0eBVsqpYg3jj_0TeLOFVAlmWeCOqcLhMrp0WOXtTgYUke-t7sj7lC-e4jEl3lE8aZs01lCVJenptBJf3Fh0f1sdTVQ9W0cWZD8hEtVjX-LK-Bsqoc2UzdzkTUWeVjp7hrhjMGZhuTtvQ56nTXVelw9_F3p1d8ryVxqAzayeUimjbfSI8FHukDr7r45A4VjAJ3lpymfXulGrEM83TxdK6Sj
20000000-0000-4000-8000-000000000020,SM-010,SM-010-L,L,White,10,280,https://lh3.googleusercontent.com/aida-public/AB6AXuDb4HgZThk-i_juM7LnHT28IvYp6L3O-BYlcwDKgfj8NoIfTFFhOF2Ole0eBVsqpYg3jj_0TeLOFVAlmWeCOqcLhMrp0WOXtTgYUke-t7sj7lC-e4jEl3lE8aZs01lCVJenptBJf3Fh0f1sdTVQ9W0cWZD8hEtVjX-LK-Bsqoc2UzdzkTUWeVjp7hrhjMGZhuTtvQ56nTXVelw9_F3p1d8ryVxqAzayeUimjbfSI8FHukDr7r45A4VjAJ3lpymfXulGrEM83TxdK6Sj
20000000-0000-4000-8000-000000000021,SM-011,SM-011-L,L,Moss,4,980,https://lh3.googleusercontent.com/aida-public/AB6AXuBRTlahnsv0f7ya3xU5YTERBeygNv3B_6MEExHsUzTI3uGv3gn9RVVaVkXFHJAQIYeO-NnQ-n51wqkjA-oml_uoLI96mxp1piJxtPHA5ofpE_9tSdHTMa8lNfjCgdbUOSRi__Y4J8VFSz5HhI5ZB9C5Vl5zl-6FxNxhAYwEDNV_XOP2dGsj5rTUtGDd1a59qGSue1hdS28wAOq4_SpG152HGpLir9kJsPtGA9trmPt5raubxkNMY1AI1cI7Qs5-pnKuSFT_JrLZrEaz
20000000-0000-4000-8000-000000000022,SM-011,SM-011-XL,XL,Moss,4,980,https://lh3.googleusercontent.com/aida-public/AB6AXuBRTlahnsv0f7ya3xU5YTERBeygNv3B_6MEExHsUzTI3uGv3gn9RVVaVkXFHJAQIYeO-NnQ-n51wqkjA-oml_uoLI96mxp1piJxtPHA5ofpE_9tSdHTMa8lNfjCgdbUOSRi__Y4J8VFSz5HhI5ZB9C5Vl5zl-6FxNxhAYwEDNV_XOP2dGsj5rTUtGDd1a59qGSue1hdS28wAOq4_SpG152HGpLir9kJsPtGA9trmPt5raubxkNMY1AI1cI7Qs5-pnKuSFT_JrLZrEaz
20000000-0000-4000-8000-000000000023,SM-012,SM-012-M,M,Slate,7,390,https://lh3.googleusercontent.com/aida-public/AB6AXuA004mNLReNQb9OI2U6JwpX4idr5HiAL2OAqj-X2r60qRDaMIYLE7YAWWdvJ6_uvkh1jgDweWN2QRC0Z6CnAXNS54x6M_Qkf8uPtTr4G6Cl5-Y5z8iuGvbIv1u_DCawCRbkf01JSFMi_iZ2APFb_m56yIPq8-_Ap7HY-QbhgAL2tc-tsE4VsnyibszwQjgYBz28AGgGUIIQ7EDmY1bXGdkXyNQI991VG2ouIlVK-wOCqK_Lq8GNj4h27eldl1LjnR6Wt903BlKnHCVn
20000000-0000-4000-8000-000000000024,SM-012,SM-012-L,L,Slate,6,390,https://lh3.googleusercontent.com/aida-public/AB6AXuA004mNLReNQb9OI2U6JwpX4idr5HiAL2OAqj-X2r60qRDaMIYLE7YAWWdvJ6_uvkh1jgDweWN2QRC0Z6CnAXNS54x6M_Qkf8uPtTr4G6Cl5-Y5z8iuGvbIv1u_DCawCRbkf01JSFMi_iZ2APFb_m56yIPq8-_Ap7HY-QbhgAL2tc-tsE4VsnyibszwQjgYBz28AGgGUIIQ7EDmY1bXGdkXyNQI991VG2ouIlVK-wOCqK_Lq8GNj4h27eldl1LjnR6Wt903BlKnHCVn
20000000-0000-4000-8000-000000000025,AW-001,AW-001-S,S,Cream,5,340,https://lh3.googleusercontent.com/aida-public/AB6AXuA2sL_3eVTxv8pTPhQFFFpSQH6Kaq9or00Ox__PprWsxnH4iFcdyvkF6yE_uLy_crNRWln5sUDsqQmSo-iayh_0MyCYYTR20XSGjWAB-uNe6duE69pSu714RVSt74tQMEIF3fuTduw02xllANi1JDAtn12UeUh9ljLf8hz3xi6jPfnSdYWCX7w9y3IwSDyovmYmtsxb0x9P-3bKU5qLNiMw7cc4_t2zNEpT8QLPRQLTFIXGR2WRSQbgpFitN5ZgjO-BIsY_4Wyg7jRS
20000000-0000-4000-8000-000000000026,AW-001,AW-001-M,M,Cream,5,340,https://lh3.googleusercontent.com/aida-public/AB6AXuA2sL_3eVTxv8pTPhQFFFpSQH6Kaq9or00Ox__PprWsxnH4iFcdyvkF6yE_uLy_crNRWln5sUDsqQmSo-iayh_0MyCYYTR20XSGjWAB-uNe6duE69pSu714RVSt74tQMEIF3fuTduw02xllANi1JDAtn12UeUh9ljLf8hz3xi6jPfnSdYWCX7w9y3IwSDyovmYmtsxb0x9P-3bKU5qLNiMw7cc4_t2zNEpT8QLPRQLTFIXGR2WRSQbgpFitN5ZgjO-BIsY_4Wyg7jRS
20000000-0000-4000-8000-000000000027,AW-002,AW-002-M,M,Forest,4,1250,https://lh3.googleusercontent.com/aida-public/AB6AXuBmKXEwtGPg000dRd0DYpkc78_z_0z7Q60H3fju2rnkDAllnKGSFzesSqKvn2OqncI_k-QRIvUyfVSm75I-UKw3DhxiM5eOINn4C-vJnvj2z8uKIL2AqGnXgvmqeYEEzJ5-il3zT3BTGt9iPabLxhcPbK9AwTzCM3Z9Fo3vrhfReTlHCTZ3EIgs7_JxhOFfmrNerCamtXr0QKPKlok1p5W71S8CFoXMlgrk9yrqe55hyi8oG24OwLIfOD6sAGZDuAtdrYmvQ0QD-hzg
20000000-0000-4000-8000-000000000028,AW-002,AW-002-L,L,Forest,3,1250,https://lh3.googleusercontent.com/aida-public/AB6AXuBmKXEwtGPg000dRd0DYpkc78_z_0z7Q60H3fju2rnkDAllnKGSFzesSqKvn2OqncI_k-QRIvUyfVSm75I-UKw3DhxiM5eOINn4C-vJnvj2z8uKIL2AqGnXgvmqeYEEzJ5-il3zT3BTGt9iPabLxhcPbK9AwTzCM3Z9Fo3vrhfReTlHCTZ3EIgs7_JxhOFfmrNerCamtXr0QKPKlok1p5W71S8CFoXMlgrk9yrqe55hyi8oG24OwLIfOD6sAGZDuAtdrYmvQ0QD-hzg
20000000-0000-4000-8000-000000000029,AW-003,AW-003-M,M,Stone,7,280,https://lh3.googleusercontent.com/aida-public/AB6AXuBEKFEZ7Xk7Fyqc9Uf8Rr7JfhPIghhY7j0HO6bqSglckdRAUU1XFK1Vy_uPXAbpLqczXmCH41FFfT4QIgBtt7oBHhaEojRqYoMhEeW0zN9yDlgFxnnAhZfa_FjmfnZNakXUp-HAT6D2gb_BUeHA5TXBmMVsObd_AHQfOwPuMZTKrAqSkXnJe60KUnlOWajJ6btQ5zyNadwls33tVZNcDlHyJ8_EUlUAhHRtQ90ZhEzMNN5Mzjf_Hr7Onn7MZF-hkz45XkPrdm6pngSw
20000000-0000-4000-8000-000000000030,AW-003,AW-003-L,L,Stone,7,280,https://lh3.googleusercontent.com/aida-public/AB6AXuBEKFEZ7Xk7Fyqc9Uf8Rr7JfhPIghhY7j0HO6bqSglckdRAUU1XFK1Vy_uPXAbpLqczXmCH41FFfT4QIgBtt7oBHhaEojRqYoMhEeW0zN9yDlgFxnnAhZfa_FjmfnZNakXUp-HAT6D2gb_BUeHA5TXBmMVsObd_AHQfOwPuMZTKrAqSkXnJe60KUnlOWajJ6btQ5zyNadwls33tVZNcDlHyJ8_EUlUAhHRtQ90ZhEzMNN5Mzjf_Hr7Onn7MZF-hkz45XkPrdm6pngSw
20000000-0000-4000-8000-000000000031,AW-004,AW-004-S,S,Charcoal,6,490,https://lh3.googleusercontent.com/aida-public/AB6AXuAULIeOGtZd7vXZH0gSJHWiv3w1w4d6Tz7E7Y55Pp0wpbrudgRPkQEUxLNJ7z1iX2ofjNS4KSwbIFdzRgJR2rZEzslEi02TskRTUycOtweLNiBcTRv0RAiCUncTPXaXvHGzovAfwglQIxRlDavgkG0kp9z1__77ZtFulQa4AVlvR_muVhFSILTRpDDYMIgzrzsCEPjKJNyVc0k_NtV_qrK021aTU5RlI_Mg4TBu8JIzJLGkLHTEGfvWBezAYGbi6wNp_bgFRdeYEwST
20000000-0000-4000-8000-000000000032,AW-004,AW-004-M,M,Charcoal,6,490,https://lh3.googleusercontent.com/aida-public/AB6AXuAULIeOGtZd7vXZH0gSJHWiv3w1w4d6Tz7E7Y55Pp0wpbrudgRPkQEUxLNJ7z1iX2ofjNS4KSwbIFdzRgJR2rZEzslEi02TskRTUycOtweLNiBcTRv0RAiCUncTPXaXvHGzovAfwglQIxRlDavgkG0kp9z1__77ZtFulQa4AVlvR_muVhFSILTRpDDYMIgzrzsCEPjKJNyVc0k_NtV_qrK021aTU5RlI_Mg4TBu8JIzJLGkLHTEGfvWBezAYGbi6wNp_bgFRdeYEwST
20000000-0000-4000-8000-000000000033,AW-005,AW-005-M,M,Charcoal,8,320,https://lh3.googleusercontent.com/aida-public/AB6AXuAaOoy5mPR6kERrz2pjB05mC0JlxtRtsf2hinDbaZYFD7RKSJI_OTZn_SVo1D7JP85uSvsIZaQ5ebu77UNrwEjYJZhP6gfcKLOHkl-z5NFjTzCwUsmsvv1WbILS5HtKtmz6D5YPmeIASNcfDev_nsQcB5Odi4O5svKDuTAkJyHAlgm2j2VUKiwX_XzxOMsMjnnzRdyJcj-olztbGq4uYqe6FRhYp04lXvSqa4dkOjD9RZ1tB8UYpCw_Jj4C-Vwk4eokTl5ETem6rnWz
20000000-0000-4000-8000-000000000034,AW-005,AW-005-L,L,Charcoal,8,320,https://lh3.googleusercontent.com/aida-public/AB6AXuAaOoy5mPR6kERrz2pjB05mC0JlxtRtsf2hinDbaZYFD7RKSJI_OTZn_SVo1D7JP85uSvsIZaQ5ebu77UNrwEjYJZhP6gfcKLOHkl-z5NFjTzCwUsmsvv1WbILS5HtKtmz6D5YPmeIASNcfDev_nsQcB5Odi4O5svKDuTAkJyHAlgm2j2VUKiwX_XzxOMsMjnnzRdyJcj-olztbGq4uYqe6FRhYp04lXvSqa4dkOjD9RZ1tB8UYpCw_Jj4C-Vwk4eokTl5ETem6rnWz
20000000-0000-4000-8000-000000000035,AW-006,AW-006-M,M,Forest,5,850,https://lh3.googleusercontent.com/aida-public/AB6AXuA2sL_3eVTxv8pTPhQFFFpSQH6Kaq9or00Ox__PprWsxnH4iFcdyvkF6yE_uLy_crNRWln5sUDsqQmSo-iayh_0MyCYYTR20XSGjWAB-uNe6duE69pSu714RVSt74tQMEIF3fuTduw02xllANi1JDAtn12UeUh9ljLf8hz3xi6jPfnSdYWCX7w9y3IwSDyovmYmtsxb0x9P-3bKU5qLNiMw7cc4_t2zNEpT8QLPRQLTFIXGR2WRSQbgpFitN5ZgjO-BIsY_4Wyg7jRS
20000000-0000-4000-8000-000000000036,AW-006,AW-006-L,L,Forest,4,850,https://lh3.googleusercontent.com/aida-public/AB6AXuA2sL_3eVTxv8pTPhQFFFpSQH6Kaq9or00Ox__PprWsxnH4iFcdyvkF6yE_uLy_crNRWln5sUDsqQmSo-iayh_0MyCYYTR20XSGjWAB-uNe6duE69pSu714RVSt74tQMEIF3fuTduw02xllANi1JDAtn12UeUh9ljLf8hz3xi6jPfnSdYWCX7w9y3IwSDyovmYmtsxb0x9P-3bKU5qLNiMw7cc4_t2zNEpT8QLPRQLTFIXGR2WRSQbgpFitN5ZgjO-BIsY_4Wyg7jRS
20000000-0000-4000-8000-000000000037,AW-007,AW-007-S,S,Cream,6,410,https://lh3.googleusercontent.com/aida-public/AB6AXuBmKXEwtGPg000dRd0DYpkc78_z_0z7Q60H3fju2rnkDAllnKGSFzesSqKvn2OqncI_k-QRIvUyfVSm75I-UKw3DhxiM5eOINn4C-vJnvj2z8uKIL2AqGnXgvmqeYEEzJ5-il3zT3BTGt9iPabLxhcPbK9AwTzCM3Z9Fo3vrhfReTlHCTZ3EIgs7_JxhOFfmrNerCamtXr0QKPKlok1p5W71S8CFoXMlgrk9yrqe55hyi8oG24OwLIfOD6sAGZDuAtdrYmvQ0QD-hzg
20000000-0000-4000-8000-000000000038,AW-007,AW-007-M,M,Cream,5,410,https://lh3.googleusercontent.com/aida-public/AB6AXuBmKXEwtGPg000dRd0DYpkc78_z_0z7Q60H3fju2rnkDAllnKGSFzesSqKvn2OqncI_k-QRIvUyfVSm75I-UKw3DhxiM5eOINn4C-vJnvj2z8uKIL2AqGnXgvmqeYEEzJ5-il3zT3BTGt9iPabLxhcPbK9AwTzCM3Z9Fo3vrhfReTlHCTZ3EIgs7_JxhOFfmrNerCamtXr0QKPKlok1p5W71S8CFoXMlgrk9yrqe55hyi8oG24OwLIfOD6sAGZDuAtdrYmvQ0QD-hzg
20000000-0000-4000-8000-000000000039,AW-008,AW-008-S,S,Stone,8,295,https://lh3.googleusercontent.com/aida-public/AB6AXuBEKFEZ7Xk7Fyqc9Uf8Rr7JfhPIghhY7j0HO6bqSglckdRAUU1XFK1Vy_uPXAbpLqczXmCH41FFfT4QIgBtt7oBHhaEojRqYoMhEeW0zN9yDlgFxnnAhZfa_FjmfnZNakXUp-HAT6D2gb_BUeHA5TXBmMVsObd_AHQfOwPuMZTKrAqSkXnJe60KUnlOWajJ6btQ5zyNadwls33tVZNcDlHyJ8_EUlUAhHRtQ90ZhEzMNN5Mzjf_Hr7Onn7MZF-hkz45XkPrdm6pngSw
20000000-0000-4000-8000-000000000040,AW-008,AW-008-M,M,Stone,7,295,https://lh3.googleusercontent.com/aida-public/AB6AXuBEKFEZ7Xk7Fyqc9Uf8Rr7JfhPIghhY7j0HO6bqSglckdRAUU1XFK1Vy_uPXAbpLqczXmCH41FFfT4QIgBtt7oBHhaEojRqYoMhEeW0zN9yDlgFxnnAhZfa_FjmfnZNakXUp-HAT6D2gb_BUeHA5TXBmMVsObd_AHQfOwPuMZTKrAqSkXnJe60KUnlOWajJ6btQ5zyNadwls33tVZNcDlHyJ8_EUlUAhHRtQ90ZhEzMNN5Mzjf_Hr7Onn7MZF-hkz45XkPrdm6pngSw
20000000-0000-4000-8000-000000000041,AW-009,AW-009-M,M,Forest,3,1180,https://lh3.googleusercontent.com/aida-public/AB6AXuAULIeOGtZd7vXZH0gSJHWiv3w1w4d6Tz7E7Y55Pp0wpbrudgRPkQEUxLNJ7z1iX2ofjNS4KSwbIFdzRgJR2rZEzslEi02TskRTUycOtweLNiBcTRv0RAiCUncTPXaXvHGzovAfwglQIxRlDavgkG0kp9z1__77ZtFulQa4AVlvR_muVhFSILTRpDDYMIgzrzsCEPjKJNyVc0k_NtV_qrK021aTU5RlI_Mg4TBu8JIzJLGkLHTEGfvWBezAYGbi6wNp_bgFRdeYEwST
20000000-0000-4000-8000-000000000042,AW-009,AW-009-L,L,Forest,3,1180,https://lh3.googleusercontent.com/aida-public/AB6AXuAULIeOGtZd7vXZH0gSJHWiv3w1w4d6Tz7E7Y55Pp0wpbrudgRPkQEUxLNJ7z1iX2ofjNS4KSwbIFdzRgJR2rZEzslEi02TskRTUycOtweLNiBcTRv0RAiCUncTPXaXvHGzovAfwglQIxRlDavgkG0kp9z1__77ZtFulQa4AVlvR_muVhFSILTRpDDYMIgzrzsCEPjKJNyVc0k_NtV_qrK021aTU5RlI_Mg4TBu8JIzJLGkLHTEGfvWBezAYGbi6wNp_bgFRdeYEwST
